angle	chord	FSV	SSD	pressure
9.9	0.1524	71.3	0.0193001	119.639
9.9	0.1524	71.3	0.0193001	116.849
9.9	0.1524	71.3	0.0193001	115.079
9.9	0.1524	71.3	0.0193001	114.569
9.9	0.1524	71.3	0.0193001	112.039
9.9	0.1524	55.5	0.0208438	131.955
9.9	0.1524	55.5	0.0208438	133.235
9.9	0.1524	55.5	0.0208438	132.355
9.9	0.1524	55.5	0.0208438	131.605
9.9	0.1524	55.5	0.0208438	127.815
9.9	0.1524	55.5	0.0208438	127.315
9.9	0.1524	55.5	0.0208438	126.565
9.9	0.1524	55.5	0.0208438	124.665
9.9	0.1524	55.5	0.0208438	121.635
9.9	0.1524	55.5	0.0208438	119.875
9.9	0.1524	55.5	0.0208438	119.505
9.9	0.1524	55.5	0.0208438	118.365
9.9	0.1524	55.5	0.0208438	115.085
9.9	0.1524	55.5	0.0208438	112.945
9.9	0.1524	55.5	0.0208438	112.065
9.9	0.1524	55.5	0.0208438	110.555
9.9	0.1524	39.6	0.0233328	127.315
9.9	0.1524	39.6	0.0233328	128.335
9.9	0.1524	39.6	0.0233328	128.595
9.9	0.1524	39.6	0.0233328	128.345
9.9	0.1524	39.6	0.0233328	126.835
9.9	0.1524	39.6	0.0233328	126.465
9.9	0.1524	39.6	0.0233328	126.345
9.9	0.1524	39.6	0.0233328	123.835
9.9	0.1524	39.6	0.0233328	120.555
9.9	0.1524	39.6	0.0233328	118.545
9.9	0.1524	39.6	0.0233328	117.925
9.9	0.1524	39.6	0.0233328	116.295
9.9	0.1524	39.6	0.0233328	113.525
9.9	0.1524	39.6	0.0233328	112.265
9.9	0.1524	39.6	0.0233328	111.135
9.9	0.1524	39.6	0.0233328	109.885
9.9	0.1524	31.7	0.0252785	127.299
9.9	0.1524	31.7	0.0252785	128.559
9.9	0.1524	31.7	0.0252785	128.809
9.9	0.1524	31.7	0.0252785	128.939
9.9	0.1524	31.7	0.0252785	127.179
9.9	0.1524	31.7	0.0252785	126.049
9.9	0.1524	31.7	0.0252785	125.539
9.9	0.1524	31.7	0.0252785	122.149
9.9	0.1524	31.7	0.0252785	118.619
9.9	0.1524	31.7	0.0252785	117.119
9.9	0.1524	31.7	0.0252785	116.859
9.9	0.1524	31.7	0.0252785	114.729
9.9	0.1524	31.7	0.0252785	112.209
9.9	0.1524	31.7	0.0252785	111.459
9.9	0.1524	31.7	0.0252785	109.949
9.9	0.1524	31.7	0.0252785	108.689
12.6	0.1524	71.3	0.0483159	128.354
12.6	0.1524	71.3	0.0483159	129.744
12.6	0.1524	71.3	0.0483159	128.484
12.6	0.1524	71.3	0.0483159	127.094
12.6	0.1524	71.3	0.0483159	121.664
12.6	0.1524	71.3	0.0483159	123.304
12.6	0.1524	71.3	0.0483159	123.054
12.6	0.1524	71.3	0.0483159	122.044
12.6	0.1524	71.3	0.0483159	120.154
12.6	0.1524	71.3	0.0483159	120.534
12.6	0.1524	71.3	0.0483159	117.504
12.6	0.1524	71.3	0.0483159	115.234
12.6	0.1524	71.3	0.0483159	113.334
12.6	0.1524	71.3	0.0483159	108.034
12.6	0.1524	71.3	0.0483159	108.034
12.6	0.1524	71.3	0.0483159	107.284
12.6	0.1524	39.6	0.0584113	114.75
12.6	0.1524	39.6	0.0584113	115.89
12.6	0.1524	39.6	0.0584113	116.02
12.6	0.1524	39.6	0.0584113	115.91
12.6	0.1524	39.6	0.0584113	114.9
12.6	0.1524	39.6	0.0584113	116.55
12.6	0.1524	39.6	0.0584113	116.56
12.6	0.1524	39.6	0.0584113	114.67
12.6	0.1524	39.6	0.0584113	112.16
12.6	0.1524	39.6	0.0584113	110.78
12.6	0.1524	39.6	0.0584113	109.52
12.6	0.1524	39.6	0.0584113	106.88
12.6	0.1524	39.6	0.0584113	106.26
12.6	0.1524	39.6	0.0584113	104.5
12.6	0.1524	39.6	0.0584113	104.13
12.6	0.1524	39.6	0.0584113	103.38
0	0.0508	71.3	0.000740478	130.96
0	0.0508	71.3	0.000740478	129.45
0	0.0508	71.3	0.000740478	128.56
0	0.0508	71.3	0.000740478	129.68
0	0.0508	71.3	0.000740478	131.06
0	0.0508	71.3	0.000740478	131.31
0	0.0508	71.3	0.000740478	135.07
0	0.0508	71.3	0.000740478	134.43
0	0.0508	71.3	0.000740478	134.43
0	0.0508	71.3	0.000740478	133.04
0	0.0508	71.3	0.000740478	130.89
0	0.0508	71.3	0.000740478	128.74
0	0.0508	71.3	0.000740478	125.22
0	0.0508	55.5	0.00076193	124.336
0	0.0508	55.5	0.00076193	125.586
0	0.0508	55.5	0.00076193	127.076
0	0.0508	55.5	0.00076193	128.576
0	0.0508	55.5	0.00076193	131.456
0	0.0508	55.5	0.00076193	133.956
0	0.0508	55.5	0.00076193	134.826
0	0.0508	55.5	0.00076193	134.946
0	0.0508	55.5	0.00076193	134.556
0	0.0508	55.5	0.00076193	132.796
0	0.0508	55.5	0.00076193	130.156
0	0.0508	55.5	0.00076193	127.636
0	0.0508	55.5	0.00076193	125.376
0	0.0508	39.6	0.000791822	126.508
0	0.0508	39.6	0.000791822	127.638
0	0.0508	39.6	0.000791822	129.148
0	0.0508	39.6	0.000791822	130.908
0	0.0508	39.6	0.000791822	132.918
0	0.0508	39.6	0.000791822	134.938
0	0.0508	39.6	0.000791822	135.938
0	0.0508	39.6	0.000791822	135.308
0	0.0508	39.6	0.000791822	134.308
0	0.0508	39.6	0.000791822	131.918
0	0.0508	39.6	0.000791822	128.518
0	0.0508	39.6	0.000791822	125.998
0	0.0508	39.6	0.000791822	123.988
0	0.0508	31.7	0.000812164	122.79
0	0.0508	31.7	0.000812164	126.78
0	0.0508	31.7	0.000812164	129.27
0	0.0508	31.7	0.000812164	131.01
0	0.0508	31.7	0.000812164	133.01
0	0.0508	31.7	0.000812164	134.87
0	0.0508	31.7	0.000812164	135.49
0	0.0508	31.7	0.000812164	134.11
0	0.0508	31.7	0.000812164	133.23
0	0.0508	31.7	0.000812164	130.34
0	0.0508	31.7	0.000812164	126.59
0	0.0508	31.7	0.000812164	122.45
0	0.0508	31.7	0.000812164	119.07
4.2	0.0508	71.3	0.00142788	124.318
4.2	0.0508	71.3	0.00142788	129.848
4.2	0.0508	71.3	0.00142788	131.978
4.2	0.0508	71.3	0.00142788	133.728
4.2	0.0508	71.3	0.00142788	133.598
4.2	0.0508	71.3	0.00142788	132.828
4.2	0.0508	71.3	0.00142788	129.308
4.2	0.0508	71.3	0.00142788	125.268
4.2	0.0508	71.3	0.00142788	121.238
4.2	0.0508	71.3	0.00142788	117.328
4.2	0.0508	39.6	0.00152689	125.647
4.2	0.0508	39.6	0.00152689	128.427
4.2	0.0508	39.6	0.00152689	130.197
4.2	0.0508	39.6	0.00152689	132.587
4.2	0.0508	39.6	0.00152689	133.847
4.2	0.0508	39.6	0.00152689	133.587
4.2	0.0508	39.6	0.00152689	131.807
4.2	0.0508	39.6	0.00152689	129.777
4.2	0.0508	39.6	0.00152689	125.717
4.2	0.0508	39.6	0.00152689	120.397
4.2	0.0508	39.6	0.00152689	116.967
8.4	0.0508	71.3	0.00529514	127.556
8.4	0.0508	71.3	0.00529514	129.946
8.4	0.0508	71.3	0.00529514	132.086
8.4	0.0508	71.3	0.00529514	133.846
8.4	0.0508	71.3	0.00529514	134.476
8.4	0.0508	71.3	0.00529514	134.226
8.4	0.0508	71.3	0.00529514	131.966
8.4	0.0508	71.3	0.00529514	126.926
8.4	0.0508	71.3	0.00529514	121.146
8.4	0.0508	55.5	0.00544854	121.582
8.4	0.0508	55.5	0.00544854	123.742
8.4	0.0508	55.5	0.00544854	126.152
8.4	0.0508	55.5	0.00544854	128.562
8.4	0.0508	55.5	0.00544854	130.722
8.4	0.0508	55.5	0.00544854	132.252
8.4	0.0508	55.5	0.00544854	133.032
8.4	0.0508	55.5	0.00544854	133.042
8.4	0.0508	55.5	0.00544854	131.542
8.4	0.0508	55.5	0.00544854	128.402
8.4	0.0508	55.5	0.00544854	122.612
8.4	0.0508	55.5	0.00544854	115.812
8.4	0.0508	39.6	0.00566229	120.015
8.4	0.0508	39.6	0.00566229	122.905
8.4	0.0508	39.6	0.00566229	126.045
8.4	0.0508	39.6	0.00566229	128.435
8.4	0.0508	39.6	0.00566229	130.195
8.4	0.0508	39.6	0.00566229	131.205
8.4	0.0508	39.6	0.00566229	130.965
8.4	0.0508	39.6	0.00566229	129.965
8.4	0.0508	39.6	0.00566229	127.465
8.4	0.0508	39.6	0.00566229	123.965
8.4	0.0508	39.6	0.00566229	118.955
8.4	0.0508	31.7	0.00580776	120.076
8.4	0.0508	31.7	0.00580776	122.966
8.4	0.0508	31.7	0.00580776	125.856
8.4	0.0508	31.7	0.00580776	128.246
8.4	0.0508	31.7	0.00580776	129.516
8.4	0.0508	31.7	0.00580776	130.156
8.4	0.0508	31.7	0.00580776	129.296
8.4	0.0508	31.7	0.00580776	127.686
8.4	0.0508	31.7	0.00580776	125.576
8.4	0.0508	31.7	0.00580776	122.086
8.4	0.0508	31.7	0.00580776	118.106
11.2	0.0508	71.3	0.014072	125.941
11.2	0.0508	71.3	0.014072	127.101
11.2	0.0508	71.3	0.014072	128.381
11.2	0.0508	71.3	0.014072	129.281
11.2	0.0508	71.3	0.014072	130.311
11.2	0.0508	71.3	0.014072	133.611
11.2	0.0508	71.3	0.014072	136.031
11.2	0.0508	71.3	0.014072	136.941
11.2	0.0508	71.3	0.014072	136.191
11.2	0.0508	71.3	0.014072	135.191
11.2	0.0508	71.3	0.014072	133.311
11.2	0.0508	71.3	0.014072	130.541
11.2	0.0508	71.3	0.014072	127.141
11.2	0.0508	71.3	0.014072	122.471
11.2	0.0508	39.6	0.0150478	125.01
11.2	0.0508	39.6	0.0150478	126.43
11.2	0.0508	39.6	0.0150478	128.99
11.2	0.0508	39.6	0.0150478	130.67
11.2	0.0508	39.6	0.0150478	131.96
11.2	0.0508	39.6	0.0150478	133.13
11.2	0.0508	39.6	0.0150478	133.79
11.2	0.0508	39.6	0.0150478	132.43
11.2	0.0508	39.6	0.0150478	130.05
11.2	0.0508	39.6	0.0150478	126.54
11.2	0.0508	39.6	0.0150478	124.42
11.2	0.0508	39.6	0.0150478	122.17
11.2	0.0508	39.6	0.0150478	119.67
11.2	0.0508	39.6	0.0150478	115.52
15.4	0.0508	71.3	0.0264269	123.595
15.4	0.0508	71.3	0.0264269	124.835
15.4	0.0508	71.3	0.0264269	126.195
15.4	0.0508	71.3	0.0264269	126.805
15.4	0.0508	71.3	0.0264269	127.285
15.4	0.0508	71.3	0.0264269	129.645
15.4	0.0508	71.3	0.0264269	131.515
15.4	0.0508	71.3	0.0264269	131.865
15.4	0.0508	71.3	0.0264269	130.845
15.4	0.0508	71.3	0.0264269	130.065
15.4	0.0508	71.3	0.0264269	129.285
15.4	0.0508	71.3	0.0264269	127.625
15.4	0.0508	71.3	0.0264269	125.715
15.4	0.0508	71.3	0.0264269	122.675
15.4	0.0508	71.3	0.0264269	119.135
15.4	0.0508	71.3	0.0264269	115.215
15.4	0.0508	71.3	0.0264269	112.675
15.4	0.0508	55.5	0.0271925	122.94
15.4	0.0508	55.5	0.0271925	124.17
15.4	0.0508	55.5	0.0271925	125.39
15.4	0.0508	55.5	0.0271925	126.5
15.4	0.0508	55.5	0.0271925	127.22
15.4	0.0508	55.5	0.0271925	129.33
15.4	0.0508	55.5	0.0271925	130.43
15.4	0.0508	55.5	0.0271925	130.4
15.4	0.0508	55.5	0.0271925	130
15.4	0.0508	55.5	0.0271925	128.2
15.4	0.0508	55.5	0.0271925	127.04
15.4	0.0508	55.5	0.0271925	125.63
15.4	0.0508	55.5	0.0271925	123.46
15.4	0.0508	55.5	0.0271925	120.92
15.4	0.0508	55.5	0.0271925	117.11
15.4	0.0508	55.5	0.0271925	112.93
15.4	0.0508	39.6	0.0282593	121.783
15.4	0.0508	39.6	0.0282593	122.893
15.4	0.0508	39.6	0.0282593	124.493
15.4	0.0508	39.6	0.0282593	125.353
15.4	0.0508	39.6	0.0282593	125.963
15.4	0.0508	39.6	0.0282593	127.443
15.4	0.0508	39.6	0.0282593	128.423
15.4	0.0508	39.6	0.0282593	127.893
15.4	0.0508	39.6	0.0282593	126.743
15.4	0.0508	39.6	0.0282593	124.843
15.4	0.0508	39.6	0.0282593	123.443
15.4	0.0508	39.6	0.0282593	122.413
15.4	0.0508	39.6	0.0282593	120.513
15.4	0.0508	39.6	0.0282593	118.113
15.4	0.0508	39.6	0.0282593	114.453
15.4	0.0508	39.6	0.0282593	109.663
15.4	0.0508	31.7	0.0289853	119.975
15.4	0.0508	31.7	0.0289853	121.225
15.4	0.0508	31.7	0.0289853	122.845
15.4	0.0508	31.7	0.0289853	123.705
15.4	0.0508	31.7	0.0289853	123.695
15.4	0.0508	31.7	0.0289853	124.685
15.4	0.0508	31.7	0.0289853	125.555
15.4	0.0508	31.7	0.0289853	124.525
15.4	0.0508	31.7	0.0289853	123.255
15.4	0.0508	31.7	0.0289853	121.485
15.4	0.0508	31.7	0.0289853	120.835
15.4	0.0508	31.7	0.0289853	119.945
15.4	0.0508	31.7	0.0289853	118.045
15.4	0.0508	31.7	0.0289853	115.635
15.4	0.0508	31.7	0.0289853	112.355
15.4	0.0508	31.7	0.0289853	108.185
19.7	0.0508	71.3	0.0341183	118.005
19.7	0.0508	71.3	0.0341183	119.115
19.7	0.0508	71.3	0.0341183	121.235
19.7	0.0508	71.3	0.0341183	123.865
19.7	0.0508	71.3	0.0341183	126.995
19.7	0.0508	71.3	0.0341183	128.365
19.7	0.0508	71.3	0.0341183	124.555
19.7	0.0508	71.3	0.0341183	121.885
19.7	0.0508	71.3	0.0341183	121.485
19.7	0.0508	71.3	0.0341183	120.575
19.7	0.0508	71.3	0.0341183	120.055
19.7	0.0508	71.3	0.0341183	118.385
19.7	0.0508	71.3	0.0341183	116.225
19.7	0.0508	71.3	0.0341183	113.045
19.7	0.0508	39.6	0.036484	125.974
19.7	0.0508	39.6	0.036484	127.224
19.7	0.0508	39.6	0.036484	129.864
19.7	0.0508	39.6	0.036484	130.614
19.7	0.0508	39.6	0.036484	128.444
19.7	0.0508	39.6	0.036484	120.324
19.7	0.0508	39.6	0.036484	119.174
19.7	0.0508	39.6	0.036484	118.904
19.7	0.0508	39.6	0.036484	118.634
19.7	0.0508	39.6	0.036484	117.604
19.7	0.0508	39.6	0.036484	117.724
19.7	0.0508	39.6	0.036484	116.184
19.7	0.0508	39.6	0.036484	113.004
19.7	0.0508	39.6	0.036484	108.684
0	0.0254	71.3	0.000400682	133.707
0	0.0254	71.3	0.000400682	137.007
0	0.0254	71.3	0.000400682	138.557
0	0.0254	71.3	0.000400682	136.837
0	0.0254	71.3	0.000400682	134.987
0	0.0254	71.3	0.000400682	129.867
0	0.0254	71.3	0.000400682	130.787
0	0.0254	71.3	0.000400682	133.207
0	0.0254	71.3	0.000400682	130.477
0	0.0254	71.3	0.000400682	123.217
0	0.0254	55.5	0.00041229	127.623
0	0.0254	55.5	0.00041229	130.073
0	0.0254	55.5	0.00041229	130.503
0	0.0254	55.5	0.00041229	133.223
0	0.0254	55.5	0.00041229	135.803
0	0.0254	55.5	0.00041229	136.103
0	0.0254	55.5	0.00041229	136.163
0	0.0254	55.5	0.00041229	134.563
0	0.0254	55.5	0.00041229	131.453
0	0.0254	55.5	0.00041229	125.683
0	0.0254	55.5	0.00041229	121.933
0	0.0254	39.6	0.000428464	124.156
0	0.0254	39.6	0.000428464	130.026
0	0.0254	39.6	0.000428464	131.836
0	0.0254	39.6	0.000428464	133.276
0	0.0254	39.6	0.000428464	135.346
0	0.0254	39.6	0.000428464	136.536
0	0.0254	39.6	0.000428464	136.826
0	0.0254	39.6	0.000428464	135.866
0	0.0254	39.6	0.000428464	133.376
0	0.0254	39.6	0.000428464	129.116
0	0.0254	39.6	0.000428464	124.986
0	0.0254	31.7	0.000439472	125.127
0	0.0254	31.7	0.000439472	127.947
0	0.0254	31.7	0.000439472	129.267
0	0.0254	31.7	0.000439472	130.697
0	0.0254	31.7	0.000439472	132.897
0	0.0254	31.7	0.000439472	135.227
0	0.0254	31.7	0.000439472	137.047
0	0.0254	31.7	0.000439472	138.607
0	0.0254	31.7	0.000439472	138.537
0	0.0254	31.7	0.000439472	137.207
0	0.0254	31.7	0.000439472	134.227
0	0.0254	31.7	0.000439472	128.977
0	0.0254	31.7	0.000439472	125.627
4.8	0.0254	71.3	0.000848633	128.398
4.8	0.0254	71.3	0.000848633	130.828
4.8	0.0254	71.3	0.000848633	133.378
4.8	0.0254	71.3	0.000848633	134.928
4.8	0.0254	71.3	0.000848633	135.468
4.8	0.0254	71.3	0.000848633	134.498
4.8	0.0254	71.3	0.000848633	131.518
4.8	0.0254	71.3	0.000848633	127.398
4.8	0.0254	71.3	0.000848633	127.688
4.8	0.0254	71.3	0.000848633	124.208
4.8	0.0254	71.3	0.000848633	119.708
4.8	0.0254	55.5	0.000873218	121.474
4.8	0.0254	55.5	0.000873218	125.054
4.8	0.0254	55.5	0.000873218	129.144
4.8	0.0254	55.5	0.000873218	132.354
4.8	0.0254	55.5	0.000873218	133.924
4.8	0.0254	55.5	0.000873218	135.484
4.8	0.0254	55.5	0.000873218	135.164
4.8	0.0254	55.5	0.000873218	132.184
4.8	0.0254	55.5	0.000873218	126.944
4.8	0.0254	55.5	0.000873218	125.094
4.8	0.0254	55.5	0.000873218	124.394
4.8	0.0254	55.5	0.000873218	121.284
4.8	0.0254	39.6	0.000907475	116.366
4.8	0.0254	39.6	0.000907475	118.696
4.8	0.0254	39.6	0.000907475	120.766
4.8	0.0254	39.6	0.000907475	122.956
4.8	0.0254	39.6	0.000907475	125.026
4.8	0.0254	39.6	0.000907475	125.966
4.8	0.0254	39.6	0.000907475	128.916
4.8	0.0254	39.6	0.000907475	131.236
4.8	0.0254	39.6	0.000907475	133.436
4.8	0.0254	39.6	0.000907475	134.996
4.8	0.0254	39.6	0.000907475	135.426
4.8	0.0254	39.6	0.000907475	134.336
4.8	0.0254	39.6	0.000907475	131.346
4.8	0.0254	39.6	0.000907475	126.066
4.8	0.0254	31.7	0.000930789	116.128
4.8	0.0254	31.7	0.000930789	120.078
4.8	0.0254	31.7	0.000930789	122.648
4.8	0.0254	31.7	0.000930789	125.348
4.8	0.0254	31.7	0.000930789	127.408
4.8	0.0254	31.7	0.000930789	128.718
4.8	0.0254	31.7	0.000930789	130.148
4.8	0.0254	31.7	0.000930789	132.588
4.8	0.0254	31.7	0.000930789	134.268
4.8	0.0254	31.7	0.000930789	135.328
4.8	0.0254	31.7	0.000930789	135.248
4.8	0.0254	31.7	0.000930789	132.898
4.8	0.0254	31.7	0.000930789	127.008
9.5	0.0254	71.3	0.00420654	125.726
9.5	0.0254	71.3	0.00420654	127.206
9.5	0.0254	71.3	0.00420654	129.556
9.5	0.0254	71.3	0.00420654	131.656
9.5	0.0254	71.3	0.00420654	133.756
9.5	0.0254	71.3	0.00420654	134.976
9.5	0.0254	71.3	0.00420654	135.956
9.5	0.0254	71.3	0.00420654	136.166
9.5	0.0254	71.3	0.00420654	134.236
9.5	0.0254	71.3	0.00420654	131.186
9.5	0.0254	71.3	0.00420654	127.246
9.5	0.0254	55.5	0.0043284	120.952
9.5	0.0254	55.5	0.0043284	123.082
9.5	0.0254	55.5	0.0043284	125.452
9.5	0.0254	55.5	0.0043284	128.082
9.5	0.0254	55.5	0.0043284	130.332
9.5	0.0254	55.5	0.0043284	132.202
9.5	0.0254	55.5	0.0043284	133.062
9.5	0.0254	55.5	0.0043284	134.052
9.5	0.0254	55.5	0.0043284	134.152
9.5	0.0254	55.5	0.0043284	133.252
9.5	0.0254	55.5	0.0043284	131.582
9.5	0.0254	55.5	0.0043284	128.412
9.5	0.0254	55.5	0.0043284	124.222
9.5	0.0254	39.6	0.00449821	116.074
9.5	0.0254	39.6	0.00449821	116.924
9.5	0.0254	39.6	0.00449821	119.294
9.5	0.0254	39.6	0.00449821	121.154
9.5	0.0254	39.6	0.00449821	123.894
9.5	0.0254	39.6	0.00449821	126.514
9.5	0.0254	39.6	0.00449821	129.014
9.5	0.0254	39.6	0.00449821	130.374
9.5	0.0254	39.6	0.00449821	130.964
9.5	0.0254	39.6	0.00449821	131.184
9.5	0.0254	39.6	0.00449821	131.274
9.5	0.0254	39.6	0.00449821	131.234
9.5	0.0254	39.6	0.00449821	129.934
9.5	0.0254	39.6	0.00449821	127.864
9.5	0.0254	39.6	0.00449821	125.044
9.5	0.0254	39.6	0.00449821	120.324
9.5	0.0254	31.7	0.00461377	119.146
9.5	0.0254	31.7	0.00461377	120.136
9.5	0.0254	31.7	0.00461377	122.766
9.5	0.0254	31.7	0.00461377	124.756
9.5	0.0254	31.7	0.00461377	126.886
9.5	0.0254	31.7	0.00461377	129.006
9.5	0.0254	31.7	0.00461377	130.746
9.5	0.0254	31.7	0.00461377	131.346
9.5	0.0254	31.7	0.00461377	131.446
9.5	0.0254	31.7	0.00461377	131.036
9.5	0.0254	31.7	0.00461377	130.496
9.5	0.0254	31.7	0.00461377	130.086
9.5	0.0254	31.7	0.00461377	128.536
9.5	0.0254	31.7	0.00461377	126.736
9.5	0.0254	31.7	0.00461377	124.426
9.5	0.0254	31.7	0.00461377	120.726
12.7	0.0254	71.3	0.0121808	119.698
12.7	0.0254	71.3	0.0121808	122.938
12.7	0.0254	71.3	0.0121808	125.048
12.7	0.0254	71.3	0.0121808	126.898
12.7	0.0254	71.3	0.0121808	128.878
12.7	0.0254	71.3	0.0121808	130.348
12.7	0.0254	71.3	0.0121808	131.698
12.7	0.0254	71.3	0.0121808	133.048
12.7	0.0254	71.3	0.0121808	134.528
12.7	0.0254	71.3	0.0121808	134.228
12.7	0.0254	71.3	0.0121808	134.058
12.7	0.0254	71.3	0.0121808	133.758
12.7	0.0254	71.3	0.0121808	131.808
12.7	0.0254	71.3	0.0121808	128.978
12.7	0.0254	71.3	0.0121808	125.398
12.7	0.0254	71.3	0.0121808	120.538
12.7	0.0254	71.3	0.0121808	114.418
12.7	0.0254	39.6	0.0130253	121.547
12.7	0.0254	39.6	0.0130253	123.537
12.7	0.0254	39.6	0.0130253	125.527
12.7	0.0254	39.6	0.0130253	127.127
12.7	0.0254	39.6	0.0130253	128.867
12.7	0.0254	39.6	0.0130253	130.217
12.7	0.0254	39.6	0.0130253	130.947
12.7	0.0254	39.6	0.0130253	130.777
12.7	0.0254	39.6	0.0130253	129.977
12.7	0.0254	39.6	0.0130253	129.567
12.7	0.0254	39.6	0.0130253	129.027
12.7	0.0254	39.6	0.0130253	127.847
12.7	0.0254	39.6	0.0130253	126.537
12.7	0.0254	39.6	0.0130253	125.107
12.7	0.0254	39.6	0.0130253	123.177
12.7	0.0254	39.6	0.0130253	120.607
12.7	0.0254	39.6	0.0130253	116.017
17.4	0.0254	71.3	0.016104	112.506
17.4	0.0254	71.3	0.016104	113.796
17.4	0.0254	71.3	0.016104	115.846
17.4	0.0254	71.3	0.016104	117.396
17.4	0.0254	71.3	0.016104	119.806
17.4	0.0254	71.3	0.016104	122.606
17.4	0.0254	71.3	0.016104	124.276
17.4	0.0254	71.3	0.016104	125.816
17.4	0.0254	71.3	0.016104	126.356
17.4	0.0254	71.3	0.016104	126.406
17.4	0.0254	71.3	0.016104	126.826
17.4	0.0254	71.3	0.016104	126.746
17.4	0.0254	71.3	0.016104	126.536
17.4	0.0254	71.3	0.016104	125.586
17.4	0.0254	71.3	0.016104	123.126
17.4	0.0254	71.3	0.016104	119.916
17.4	0.0254	71.3	0.016104	115.466
17.4	0.0254	55.5	0.0165706	109.951
17.4	0.0254	55.5	0.0165706	110.491
17.4	0.0254	55.5	0.0165706	111.911
17.4	0.0254	55.5	0.0165706	115.461
17.4	0.0254	55.5	0.0165706	119.621
17.4	0.0254	55.5	0.0165706	122.411
17.4	0.0254	55.5	0.0165706	123.091
17.4	0.0254	55.5	0.0165706	126.001
17.4	0.0254	55.5	0.0165706	129.301
17.4	0.0254	55.5	0.0165706	126.471
17.4	0.0254	55.5	0.0165706	125.261
17.4	0.0254	55.5	0.0165706	124.931
17.4	0.0254	55.5	0.0165706	124.101
17.4	0.0254	55.5	0.0165706	121.771
17.4	0.0254	55.5	0.0165706	118.941
17.4	0.0254	55.5	0.0165706	114.861
17.4	0.0254	39.6	0.0172206	114.044
17.4	0.0254	39.6	0.0172206	114.714
17.4	0.0254	39.6	0.0172206	115.144
17.4	0.0254	39.6	0.0172206	115.444
17.4	0.0254	39.6	0.0172206	117.514
17.4	0.0254	39.6	0.0172206	124.514
17.4	0.0254	39.6	0.0172206	135.324
17.4	0.0254	39.6	0.0172206	138.274
17.4	0.0254	39.6	0.0172206	131.364
17.4	0.0254	39.6	0.0172206	127.614
17.4	0.0254	39.6	0.0172206	126.644
17.4	0.0254	39.6	0.0172206	124.154
17.4	0.0254	39.6	0.0172206	123.564
17.4	0.0254	39.6	0.0172206	122.724
17.4	0.0254	39.6	0.0172206	119.854
17.4	0.0254	31.7	0.0176631	116.146
17.4	0.0254	31.7	0.0176631	116.956
17.4	0.0254	31.7	0.0176631	118.416
17.4	0.0254	31.7	0.0176631	120.766
17.4	0.0254	31.7	0.0176631	127.676
17.4	0.0254	31.7	0.0176631	136.886
17.4	0.0254	31.7	0.0176631	139.226
17.4	0.0254	31.7	0.0176631	131.796
17.4	0.0254	31.7	0.0176631	128.306
17.4	0.0254	31.7	0.0176631	126.846
17.4	0.0254	31.7	0.0176631	124.356
17.4	0.0254	31.7	0.0176631	124.166
17.4	0.0254	31.7	0.0176631	123.466
17.4	0.0254	31.7	0.0176631	121.996
17.4	0.0254	31.7	0.0176631	117.996
22.2	0.0254	71.3	0.0214178	115.857
22.2	0.0254	71.3	0.0214178	117.927
22.2	0.0254	71.3	0.0214178	117.967
22.2	0.0254	71.3	0.0214178	120.657
22.2	0.0254	71.3	0.0214178	123.227
22.2	0.0254	71.3	0.0214178	134.247
22.2	0.0254	71.3	0.0214178	140.987
22.2	0.0254	71.3	0.0214178	131.817
22.2	0.0254	71.3	0.0214178	127.197
22.2	0.0254	71.3	0.0214178	126.097
22.2	0.0254	71.3	0.0214178	124.127
22.2	0.0254	71.3	0.0214178	123.917
22.2	0.0254	71.3	0.0214178	125.727
22.2	0.0254	71.3	0.0214178	123.127
22.2	0.0254	71.3	0.0214178	121.657
22.2	0.0254	39.6	0.0229028	116.066
22.2	0.0254	39.6	0.0229028	117.386
22.2	0.0254	39.6	0.0229028	120.716
22.2	0.0254	39.6	0.0229028	123.416
22.2	0.0254	39.6	0.0229028	129.776
22.2	0.0254	39.6	0.0229028	137.026
22.2	0.0254	39.6	0.0229028	137.076
22.2	0.0254	39.6	0.0229028	128.416
22.2	0.0254	39.6	0.0229028	126.446
22.2	0.0254	39.6	0.0229028	122.216
22.2	0.0254	39.6	0.0229028	121.256
22.2	0.0254	39.6	0.0229028	121.306
22.2	0.0254	39.6	0.0229028	120.856
22.2	0.0254	39.6	0.0229028	119.646
22.2	0.0254	39.6	0.0229028	118.816
0	0.1016	71.3	0.00121072	124.155
0	0.1016	71.3	0.00121072	126.805
0	0.1016	71.3	0.00121072	128.825
0	0.1016	71.3	0.00121072	130.335
0	0.1016	71.3	0.00121072	131.725
0	0.1016	71.3	0.00121072	132.095
0	0.1016	71.3	0.00121072	132.595
0	0.1016	71.3	0.00121072	131.955
0	0.1016	71.3	0.00121072	130.935
0	0.1016	71.3	0.00121072	130.795
0	0.1016	71.3	0.00121072	129.395
0	0.1016	71.3	0.00121072	125.465
0	0.1016	71.3	0.00121072	123.305
0	0.1016	71.3	0.00121072	119.375
0	0.1016	55.5	0.00131983	126.17
0	0.1016	55.5	0.00131983	127.92
0	0.1016	55.5	0.00131983	129.8
0	0.1016	55.5	0.00131983	131.43
0	0.1016	55.5	0.00131983	132.05
0	0.1016	55.5	0.00131983	132.54
